id,treatment,microbiome,value,shortform_biocrates,MATCH_NAME 
sexGF3,Sham,COL,0.554,PC ae C38:1,NA
sexGF4,Sham,COL,0.545,PC ae C38:1,NA
sexGF5,Sham,COL,0.428,PC ae C38:1,NA
exGF06,AngII,COL,2.14,PC ae C38:3,NA
exGF07,AngII,COL,1.43,PC ae C38:3,NA
exGF09,AngII,COL,1.75,PC ae C38:3,NA
exGF10,AngII,COL,1.55,PC ae C38:3,NA
exGF11,AngII,COL,1.58,PC ae C38:3,NA
exGF12,AngII,COL,1.11,PC ae C38:3,NA
exGF13,AngII,COL,1.25,PC ae C38:3,NA
exGF14,AngII,COL,1.16,PC ae C38:3,NA
exGF16,AngII,COL,1.28,PC ae C38:3,NA
exGF17,AngII,COL,1.24,PC ae C38:3,NA
exGF18,AngII,COL,1.51,PC ae C38:3,NA
exGF19,AngII,COL,1.51,PC ae C38:3,NA
GF07,AngII,GF,2.21,PC ae C38:3,NA
GF08,AngII,GF,1.97,PC ae C38:3,NA
GF09,AngII,GF,1.27,PC ae C38:3,NA
GF10,AngII,GF,2.61,PC ae C38:3,NA
GF15,AngII,GF,1.34,PC ae C38:3,NA
GF16,AngII,GF,0.84,PC ae C38:3,NA
GF17,AngII,GF,1.53,PC ae C38:3,NA
GF19,AngII,GF,1.54,PC ae C38:3,NA
GF20,AngII,GF,1.27,PC ae C38:3,NA
GF21,AngII,GF,1.85,PC ae C38:3,NA
GF22,AngII,GF,1.78,PC ae C38:3,NA
sGF1,Sham,GF,0.973,PC ae C38:3,NA
sGF2,Sham,GF,1.03,PC ae C38:3,NA
sGF3,Sham,GF,1.19,PC ae C38:3,NA
sGF4,Sham,GF,0.956,PC ae C38:3,NA
sGF5,Sham,GF,1.03,PC ae C38:3,NA
sexGF1,Sham,COL,1.23,PC ae C38:3,NA
sexGF2,Sham,COL,1.27,PC ae C38:3,NA
sexGF3,Sham,COL,1.2,PC ae C38:3,NA
sexGF4,Sham,COL,1.32,PC ae C38:3,NA
sexGF5,Sham,COL,1.26,PC ae C38:3,NA
exGF06,AngII,COL,2.91,PC ae C38:6,NA
exGF07,AngII,COL,2.09,PC ae C38:6,NA
exGF09,AngII,COL,2.24,PC ae C38:6,NA
exGF10,AngII,COL,1.83,PC ae C38:6,NA
exGF11,AngII,COL,1.91,PC ae C38:6,NA
exGF12,AngII,COL,1.78,PC ae C38:6,NA
exGF13,AngII,COL,1.88,PC ae C38:6,NA
exGF14,AngII,COL,1.46,PC ae C38:6,NA
exGF16,AngII,COL,1.7,PC ae C38:6,NA
exGF17,AngII,COL,1.62,PC ae C38:6,NA
exGF18,AngII,COL,1.78,PC ae C38:6,NA
exGF19,AngII,COL,1.5,PC ae C38:6,NA
GF07,AngII,GF,2.37,PC ae C38:6,NA
GF08,AngII,GF,2.19,PC ae C38:6,NA
GF09,AngII,GF,4.44,PC ae C38:6,NA
GF10,AngII,GF,3.15,PC ae C38:6,NA
GF15,AngII,GF,2.21,PC ae C38:6,NA
GF16,AngII,GF,1.04,PC ae C38:6,NA
GF17,AngII,GF,3.19,PC ae C38:6,NA
GF19,AngII,GF,1.94,PC ae C38:6,NA
GF20,AngII,GF,2.22,PC ae C38:6,NA
GF21,AngII,GF,3.14,PC ae C38:6,NA
GF22,AngII,GF,2.78,PC ae C38:6,NA
sGF1,Sham,GF,1.86,PC ae C38:6,NA
sGF2,Sham,GF,1.77,PC ae C38:6,NA
sGF3,Sham,GF,2.14,PC ae C38:6,NA
sGF4,Sham,GF,1.75,PC ae C38:6,NA
sGF5,Sham,GF,2.01,PC ae C38:6,NA
sexGF1,Sham,COL,1.73,PC ae C38:6,NA
sexGF2,Sham,COL,1.49,PC ae C38:6,NA
sexGF3,Sham,COL,1.78,PC ae C38:6,NA
sexGF4,Sham,COL,1.61,PC ae C38:6,NA
sexGF5,Sham,COL,1.52,PC ae C38:6,NA
exGF06,AngII,COL,86.8,Phe,phenylalanine
exGF07,AngII,COL,89.9,Phe,phenylalanine
exGF09,AngII,COL,104,Phe,phenylalanine
exGF10,AngII,COL,105,Phe,phenylalanine
exGF11,AngII,COL,95.7,Phe,phenylalanine
exGF12,AngII,COL,84.3,Phe,phenylalanine
exGF13,AngII,COL,68.6,Phe,phenylalanine
exGF14,AngII,COL,113,Phe,phenylalanine
exGF16,AngII,COL,87.9,Phe,phenylalanine
exGF17,AngII,COL,80.7,Phe,phenylalanine
exGF18,AngII,COL,92.6,Phe,phenylalanine
exGF19,AngII,COL,112,Phe,phenylalanine
GF07,AngII,GF,57.9,Phe,phenylalanine
GF08,AngII,GF,76.8,Phe,phenylalanine
GF09,AngII,GF,175,Phe,phenylalanine
GF10,AngII,GF,71.4,Phe,phenylalanine
GF15,AngII,GF,98.7,Phe,phenylalanine
GF16,AngII,GF,156,Phe,phenylalanine
GF17,AngII,GF,117,Phe,phenylalanine
GF19,AngII,GF,81.1,Phe,phenylalanine
GF20,AngII,GF,70.9,Phe,phenylalanine
GF21,AngII,GF,94.7,Phe,phenylalanine
GF22,AngII,GF,85.7,Phe,phenylalanine
sexGF1,Sham,COL,70.7,Phe,phenylalanine
sexGF2,Sham,COL,81.3,Phe,phenylalanine
sexGF3,Sham,COL,67,Phe,phenylalanine
sexGF4,Sham,COL,72.7,Phe,phenylalanine
sexGF5,Sham,COL,68.3,Phe,phenylalanine
sGF1,Sham,GF,84.8,Phe,phenylalanine
sGF2,Sham,GF,90.4,Phe,phenylalanine
sGF3,Sham,GF,118,Phe,phenylalanine
sGF4,Sham,GF,112,Phe,phenylalanine
sGF5,Sham,GF,102,Phe,phenylalanine
exGF06,AngII,COL,130,Pro,proline
exGF07,AngII,COL,133,Pro,proline
exGF09,AngII,COL,122,Pro,proline
exGF10,AngII,COL,161,Pro,proline
exGF11,AngII,COL,178,Pro,proline
exGF12,AngII,COL,125,Pro,proline
exGF13,AngII,COL,112,Pro,proline
exGF14,AngII,COL,189,Pro,proline
exGF16,AngII,COL,103,Pro,proline
exGF17,AngII,COL,132,Pro,proline
exGF18,AngII,COL,169,Pro,proline
exGF19,AngII,COL,196,Pro,proline
GF07,AngII,GF,83.8,Pro,proline
GF08,AngII,GF,89.5,Pro,proline
GF09,AngII,GF,86.7,Pro,proline
GF10,AngII,GF,101,Pro,proline
GF15,AngII,GF,131,Pro,proline
GF16,AngII,GF,183,Pro,proline
GF17,AngII,GF,222,Pro,proline
GF19,AngII,GF,91.5,Pro,proline
GF20,AngII,GF,85.5,Pro,proline
GF21,AngII,GF,155,Pro,proline
GF22,AngII,GF,90.4,Pro,proline
sexGF1,Sham,COL,91.9,Pro,proline
sexGF2,Sham,COL,97.9,Pro,proline
sexGF3,Sham,COL,79.1,Pro,proline
sexGF4,Sham,COL,97.4,Pro,proline
sexGF5,Sham,COL,97.4,Pro,proline
sGF1,Sham,GF,96.2,Pro,proline
sGF2,Sham,GF,98.9,Pro,proline
sGF3,Sham,GF,147,Pro,proline
sGF4,Sham,GF,128,Pro,proline
sGF5,Sham,GF,125,Pro,proline
exGF06,AngII,COL,1.38,Sarcosine,sarcosine
exGF07,AngII,COL,1.94,Sarcosine,sarcosine
exGF09,AngII,COL,2.19,Sarcosine,sarcosine
exGF10,AngII,COL,1.62,Sarcosine,sarcosine
exGF11,AngII,COL,1.74,Sarcosine,sarcosine
exGF12,AngII,COL,1.13,Sarcosine,sarcosine
exGF13,AngII,COL,,Sarcosine,sarcosine
exGF14,AngII,COL,1.24,Sarcosine,sarcosine
exGF16,AngII,COL,,Sarcosine,sarcosine
exGF17,AngII,COL,1.2,Sarcosine,sarcosine
exGF18,AngII,COL,1.81,Sarcosine,sarcosine
exGF19,AngII,COL,2.63,Sarcosine,sarcosine
GF07,AngII,GF,1.25,Sarcosine,sarcosine
GF08,AngII,GF,1.22,Sarcosine,sarcosine
GF09,AngII,GF,2.79,Sarcosine,sarcosine
GF10,AngII,GF,1.81,Sarcosine,sarcosine
GF15,AngII,GF,1.22,Sarcosine,sarcosine
GF16,AngII,GF,1.25,Sarcosine,sarcosine
GF17,AngII,GF,2.6,Sarcosine,sarcosine
GF19,AngII,GF,1.55,Sarcosine,sarcosine
GF20,AngII,GF,1.15,Sarcosine,sarcosine
GF21,AngII,GF,1.7,Sarcosine,sarcosine
GF22,AngII,GF,1.27,Sarcosine,sarcosine
sexGF1,Sham,COL,,Sarcosine,sarcosine
sexGF2,Sham,COL,,Sarcosine,sarcosine
sexGF3,Sham,COL,,Sarcosine,sarcosine
sexGF4,Sham,COL,,Sarcosine,sarcosine
sexGF5,Sham,COL,,Sarcosine,sarcosine
sGF1,Sham,GF,,Sarcosine,sarcosine
sGF2,Sham,GF,,Sarcosine,sarcosine
sGF3,Sham,GF,1.49,Sarcosine,sarcosine
sGF4,Sham,GF,1.26,Sarcosine,sarcosine
sGF5,Sham,GF,1.45,Sarcosine,sarcosine
exGF06,AngII,COL,145,Ser,serine
exGF07,AngII,COL,140,Ser,serine
exGF09,AngII,COL,133,Ser,serine
exGF10,AngII,COL,144,Ser,serine
exGF11,AngII,COL,155,Ser,serine
exGF12,AngII,COL,149,Ser,serine
exGF13,AngII,COL,123,Ser,serine
exGF14,AngII,COL,178,Ser,serine
exGF16,AngII,COL,138,Ser,serine
exGF17,AngII,COL,144,Ser,serine
exGF18,AngII,COL,99.5,Ser,serine
exGF19,AngII,COL,192,Ser,serine
GF07,AngII,GF,143,Ser,serine
GF08,AngII,GF,153,Ser,serine
GF09,AngII,GF,187,Ser,serine
GF10,AngII,GF,209,Ser,serine
GF15,AngII,GF,180,Ser,serine
GF16,AngII,GF,356,Ser,serine
GF17,AngII,GF,264,Ser,serine
GF19,AngII,GF,158,Ser,serine
GF20,AngII,GF,166,Ser,serine
GF21,AngII,GF,183,Ser,serine
GF22,AngII,GF,154,Ser,serine
sexGF1,Sham,COL,109,Ser,serine
sexGF2,Sham,COL,129,Ser,serine
sexGF3,Sham,COL,88.7,Ser,serine
sexGF4,Sham,COL,107,Ser,serine
sexGF5,Sham,COL,109,Ser,serine
sGF1,Sham,GF,166,Ser,serine
sGF2,Sham,GF,177,Ser,serine
sGF3,Sham,GF,216,Ser,serine
sGF4,Sham,GF,200,Ser,serine
sGF5,Sham,GF,211,Ser,serine
exGF06,AngII,COL,0.365,SM (OH) C16:1,NA
exGF07,AngII,COL,0.299,SM (OH) C16:1,NA
exGF09,AngII,COL,0.383,SM (OH) C16:1,NA
exGF10,AngII,COL,0.277,SM (OH) C16:1,NA
exGF11,AngII,COL,0.35,SM (OH) C16:1,NA
exGF12,AngII,COL,0.226,SM (OH) C16:1,NA
exGF13,AngII,COL,0.323,SM (OH) C16:1,NA
exGF14,AngII,COL,0.337,SM (OH) C16:1,NA
exGF16,AngII,COL,0.301,SM (OH) C16:1,NA
exGF17,AngII,COL,0.275,SM (OH) C16:1,NA
exGF18,AngII,COL,0.222,SM (OH) C16:1,NA
exGF19,AngII,COL,0.281,SM (OH) C16:1,NA
GF07,AngII,GF,0.423,SM (OH) C16:1,NA
GF08,AngII,GF,0.436,SM (OH) C16:1,NA
GF09,AngII,GF,0.433,SM (OH) C16:1,NA
GF10,AngII,GF,0.523,SM (OH) C16:1,NA
GF15,AngII,GF,0.38,SM (OH) C16:1,NA
GF16,AngII,GF,0.234,SM (OH) C16:1,NA
GF17,AngII,GF,0.443,SM (OH) C16:1,NA
GF19,AngII,GF,0.389,SM (OH) C16:1,NA
GF20,AngII,GF,0.414,SM (OH) C16:1,NA
GF21,AngII,GF,0.47,SM (OH) C16:1,NA
GF22,AngII,GF,0.519,SM (OH) C16:1,NA
sGF1,Sham,GF,0.299,SM (OH) C16:1,NA
sGF2,Sham,GF,0.249,SM (OH) C16:1,NA
sGF3,Sham,GF,0.377,SM (OH) C16:1,NA
sGF4,Sham,GF,0.379,SM (OH) C16:1,NA
sGF5,Sham,GF,0.332,SM (OH) C16:1,NA
sexGF1,Sham,COL,0.237,SM (OH) C16:1,NA
sexGF2,Sham,COL,0.255,SM (OH) C16:1,NA
sexGF3,Sham,COL,0.247,SM (OH) C16:1,NA
sexGF4,Sham,COL,0.239,SM (OH) C16:1,NA
sexGF5,Sham,COL,0.19,SM (OH) C16:1,NA
exGF06,AngII,COL,2.21,SM (OH) C22:1,NA
exGF07,AngII,COL,1.72,SM (OH) C22:1,NA
exGF09,AngII,COL,1.92,SM (OH) C22:1,NA
exGF10,AngII,COL,1.44,SM (OH) C22:1,NA
exGF11,AngII,COL,1.42,SM (OH) C22:1,NA
exGF12,AngII,COL,1.48,SM (OH) C22:1,NA
exGF13,AngII,COL,1.68,SM (OH) C22:1,NA
exGF14,AngII,COL,1.56,SM (OH) C22:1,NA
exGF16,AngII,COL,2.19,SM (OH) C22:1,NA
exGF17,AngII,COL,1.67,SM (OH) C22:1,NA
exGF18,AngII,COL,0.905,SM (OH) C22:1,NA
exGF19,AngII,COL,0.967,SM (OH) C22:1,NA
GF07,AngII,GF,2.41,SM (OH) C22:1,NA
GF08,AngII,GF,2.72,SM (OH) C22:1,NA
GF09,AngII,GF,1.3,SM (OH) C22:1,NA
GF10,AngII,GF,2.83,SM (OH) C22:1,NA
GF15,AngII,GF,2.07,SM (OH) C22:1,NA
GF16,AngII,GF,1.5,SM (OH) C22:1,NA
GF17,AngII,GF,2.19,SM (OH) C22:1,NA
GF19,AngII,GF,2.35,SM (OH) C22:1,NA
GF20,AngII,GF,2.06,SM (OH) C22:1,NA
GF21,AngII,GF,3.08,SM (OH) C22:1,NA
GF22,AngII,GF,2.52,SM (OH) C22:1,NA
sGF1,Sham,GF,2.14,SM (OH) C22:1,NA
sGF2,Sham,GF,2.07,SM (OH) C22:1,NA
sGF3,Sham,GF,2.79,SM (OH) C22:1,NA
sGF4,Sham,GF,2.66,SM (OH) C22:1,NA
sGF5,Sham,GF,2.14,SM (OH) C22:1,NA
sexGF1,Sham,COL,1.48,SM (OH) C22:1,NA
sexGF2,Sham,COL,1.6,SM (OH) C22:1,NA
sexGF3,Sham,COL,1.63,SM (OH) C22:1,NA
sexGF4,Sham,COL,1.78,SM (OH) C22:1,NA
sexGF5,Sham,COL,1.52,SM (OH) C22:1,NA
exGF06,AngII,COL,1.44,SM (OH) C22:2,NA
exGF07,AngII,COL,1.19,SM (OH) C22:2,NA
exGF09,AngII,COL,1.58,SM (OH) C22:2,NA
exGF10,AngII,COL,1.14,SM (OH) C22:2,NA
exGF11,AngII,COL,1.18,SM (OH) C22:2,NA
exGF12,AngII,COL,1.17,SM (OH) C22:2,NA
exGF13,AngII,COL,1.18,SM (OH) C22:2,NA
exGF14,AngII,COL,1.22,SM (OH) C22:2,NA
exGF16,AngII,COL,1.57,SM (OH) C22:2,NA
exGF17,AngII,COL,1.48,SM (OH) C22:2,NA
exGF18,AngII,COL,0.728,SM (OH) C22:2,NA
exGF19,AngII,COL,0.935,SM (OH) C22:2,NA
GF07,AngII,GF,1.86,SM (OH) C22:2,NA
GF08,AngII,GF,1.97,SM (OH) C22:2,NA
GF09,AngII,GF,1.37,SM (OH) C22:2,NA
GF10,AngII,GF,2.07,SM (OH) C22:2,NA
GF15,AngII,GF,1.6,SM (OH) C22:2,NA
GF16,AngII,GF,0.942,SM (OH) C22:2,NA
GF17,AngII,GF,1.8,SM (OH) C22:2,NA
GF19,AngII,GF,1.53,SM (OH) C22:2,NA
GF20,AngII,GF,1.55,SM (OH) C22:2,NA
GF21,AngII,GF,2.18,SM (OH) C22:2,NA
GF22,AngII,GF,1.68,SM (OH) C22:2,NA
sGF1,Sham,GF,1.62,SM (OH) C22:2,NA
sGF2,Sham,GF,1.52,SM (OH) C22:2,NA
sGF3,Sham,GF,2.11,SM (OH) C22:2,NA
sGF4,Sham,GF,2.01,SM (OH) C22:2,NA
sGF5,Sham,GF,1.81,SM (OH) C22:2,NA
sexGF1,Sham,COL,1.22,SM (OH) C22:2,NA
sexGF2,Sham,COL,1.2,SM (OH) C22:2,NA
sexGF3,Sham,COL,1.31,SM (OH) C22:2,NA
sexGF4,Sham,COL,1.19,SM (OH) C22:2,NA
sexGF5,Sham,COL,1.18,SM (OH) C22:2,NA
exGF06,AngII,COL,27.5,SM C16:0,SM C16:0
exGF07,AngII,COL,23.9,SM C16:0,SM C16:0
exGF09,AngII,COL,29.3,SM C16:0,SM C16:0
exGF10,AngII,COL,22.4,SM C16:0,SM C16:0
exGF11,AngII,COL,23.6,SM C16:0,SM C16:0
exGF12,AngII,COL,17.1,SM C16:0,SM C16:0
exGF13,AngII,COL,20.1,SM C16:0,SM C16:0
exGF14,AngII,COL,21.3,SM C16:0,SM C16:0
exGF16,AngII,COL,22.6,SM C16:0,SM C16:0
exGF17,AngII,COL,21.9,SM C16:0,SM C16:0
exGF18,AngII,COL,16.2,SM C16:0,SM C16:0
exGF19,AngII,COL,19.7,SM C16:0,SM C16:0
GF07,AngII,GF,29.4,SM C16:0,SM C16:0
GF08,AngII,GF,31.6,SM C16:0,SM C16:0
GF09,AngII,GF,25.5,SM C16:0,SM C16:0
GF10,AngII,GF,41.5,SM C16:0,SM C16:0
GF15,AngII,GF,25.8,SM C16:0,SM C16:0
GF16,AngII,GF,19.7,SM C16:0,SM C16:0
GF17,AngII,GF,29.7,SM C16:0,SM C16:0
GF19,AngII,GF,26.9,SM C16:0,SM C16:0
GF20,AngII,GF,25.6,SM C16:0,SM C16:0
GF21,AngII,GF,36.9,SM C16:0,SM C16:0
GF22,AngII,GF,34.9,SM C16:0,SM C16:0
sGF1,Sham,GF,19.7,SM C16:0,SM C16:0
sGF2,Sham,GF,17.6,SM C16:0,SM C16:0
sGF3,Sham,GF,25,SM C16:0,SM C16:0
sGF4,Sham,GF,22.6,SM C16:0,SM C16:0
sGF5,Sham,GF,21.3,SM C16:0,SM C16:0
sexGF1,Sham,COL,14.8,SM C16:0,SM C16:0
sexGF2,Sham,COL,16.1,SM C16:0,SM C16:0
sexGF3,Sham,COL,17.4,SM C16:0,SM C16:0
sexGF4,Sham,COL,15.4,SM C16:0,SM C16:0
sexGF5,Sham,COL,14.5,SM C16:0,SM C16:0
exGF06,AngII,COL,4.61,SM C16:1,SM C16:1
exGF07,AngII,COL,3.83,SM C16:1,SM C16:1
exGF09,AngII,COL,5.02,SM C16:1,SM C16:1
exGF10,AngII,COL,3.72,SM C16:1,SM C16:1
exGF11,AngII,COL,4.12,SM C16:1,SM C16:1
exGF12,AngII,COL,3.16,SM C16:1,SM C16:1
exGF13,AngII,COL,3.23,SM C16:1,SM C16:1
exGF14,AngII,COL,3.36,SM C16:1,SM C16:1
exGF16,AngII,COL,3.23,SM C16:1,SM C16:1
exGF17,AngII,COL,3.39,SM C16:1,SM C16:1
exGF18,AngII,COL,2.17,SM C16:1,SM C16:1
exGF19,AngII,COL,2.47,SM C16:1,SM C16:1
GF07,AngII,GF,4.69,SM C16:1,SM C16:1
GF08,AngII,GF,4.56,SM C16:1,SM C16:1
GF09,AngII,GF,4.02,SM C16:1,SM C16:1
GF10,AngII,GF,6.34,SM C16:1,SM C16:1
GF15,AngII,GF,3.83,SM C16:1,SM C16:1
GF16,AngII,GF,2.23,SM C16:1,SM C16:1
GF17,AngII,GF,4.9,SM C16:1,SM C16:1
GF19,AngII,GF,3.93,SM C16:1,SM C16:1
GF20,AngII,GF,3.77,SM C16:1,SM C16:1
GF21,AngII,GF,5.71,SM C16:1,SM C16:1
GF22,AngII,GF,5.12,SM C16:1,SM C16:1
sGF1,Sham,GF,3.38,SM C16:1,SM C16:1
sGF2,Sham,GF,3.16,SM C16:1,SM C16:1
sGF3,Sham,GF,4.31,SM C16:1,SM C16:1
sGF4,Sham,GF,3.78,SM C16:1,SM C16:1
sGF5,Sham,GF,3.65,SM C16:1,SM C16:1
sexGF1,Sham,COL,3.03,SM C16:1,SM C16:1
sexGF2,Sham,COL,3.34,SM C16:1,SM C16:1
sexGF3,Sham,COL,3.33,SM C16:1,SM C16:1
sexGF4,Sham,COL,2.94,SM C16:1,SM C16:1
sexGF5,Sham,COL,2.8,SM C16:1,SM C16:1
exGF06,AngII,COL,2,SM C18:0,SM C18:0
exGF07,AngII,COL,1.77,SM C18:0,SM C18:0
exGF09,AngII,COL,2.13,SM C18:0,SM C18:0
exGF10,AngII,COL,1.76,SM C18:0,SM C18:0
exGF11,AngII,COL,2.01,SM C18:0,SM C18:0
exGF12,AngII,COL,1.5,SM C18:0,SM C18:0
exGF13,AngII,COL,1.74,SM C18:0,SM C18:0
exGF14,AngII,COL,1.77,SM C18:0,SM C18:0
exGF16,AngII,COL,2.01,SM C18:0,SM C18:0
exGF17,AngII,COL,1.53,SM C18:0,SM C18:0
exGF18,AngII,COL,1.02,SM C18:0,SM C18:0
exGF19,AngII,COL,1.54,SM C18:0,SM C18:0
GF07,AngII,GF,2.11,SM C18:0,SM C18:0
GF08,AngII,GF,2.14,SM C18:0,SM C18:0
GF09,AngII,GF,2,SM C18:0,SM C18:0
GF10,AngII,GF,2.61,SM C18:0,SM C18:0
GF15,AngII,GF,2.03,SM C18:0,SM C18:0
GF16,AngII,GF,1.26,SM C18:0,SM C18:0
GF17,AngII,GF,2.43,SM C18:0,SM C18:0
GF19,AngII,GF,1.75,SM C18:0,SM C18:0
GF20,AngII,GF,1.86,SM C18:0,SM C18:0
GF21,AngII,GF,2.71,SM C18:0,SM C18:0
GF22,AngII,GF,2.6,SM C18:0,SM C18:0
sGF1,Sham,GF,1.52,SM C18:0,SM C18:0
sGF2,Sham,GF,1.54,SM C18:0,SM C18:0
sGF3,Sham,GF,1.92,SM C18:0,SM C18:0
sGF4,Sham,GF,1.96,SM C18:0,SM C18:0
sGF5,Sham,GF,1.55,SM C18:0,SM C18:0
sexGF1,Sham,COL,1.29,SM C18:0,SM C18:0
sexGF2,Sham,COL,1.28,SM C18:0,SM C18:0
sexGF3,Sham,COL,1.43,SM C18:0,SM C18:0
sexGF4,Sham,COL,1.35,SM C18:0,SM C18:0
sexGF5,Sham,COL,1.25,SM C18:0,SM C18:0
exGF06,AngII,COL,0.893,SM C18:1,SM C18:1
exGF07,AngII,COL,0.725,SM C18:1,SM C18:1
exGF09,AngII,COL,0.917,SM C18:1,SM C18:1
exGF10,AngII,COL,0.667,SM C18:1,SM C18:1
exGF11,AngII,COL,0.769,SM C18:1,SM C18:1
exGF12,AngII,COL,0.677,SM C18:1,SM C18:1
exGF13,AngII,COL,0.693,SM C18:1,SM C18:1
exGF14,AngII,COL,0.699,SM C18:1,SM C18:1
exGF16,AngII,COL,0.715,SM C18:1,SM C18:1
exGF17,AngII,COL,0.725,SM C18:1,SM C18:1
exGF18,AngII,COL,0.378,SM C18:1,SM C18:1
exGF19,AngII,COL,0.552,SM C18:1,SM C18:1
GF07,AngII,GF,0.876,SM C18:1,SM C18:1
GF08,AngII,GF,0.92,SM C18:1,SM C18:1
GF09,AngII,GF,0.958,SM C18:1,SM C18:1
GF10,AngII,GF,1.24,SM C18:1,SM C18:1
GF15,AngII,GF,0.821,SM C18:1,SM C18:1
GF16,AngII,GF,0.416,SM C18:1,SM C18:1
GF17,AngII,GF,1.02,SM C18:1,SM C18:1
GF19,AngII,GF,0.782,SM C18:1,SM C18:1
GF20,AngII,GF,0.767,SM C18:1,SM C18:1
GF21,AngII,GF,1.08,SM C18:1,SM C18:1
GF22,AngII,GF,0.936,SM C18:1,SM C18:1
sGF1,Sham,GF,0.613,SM C18:1,SM C18:1
sGF2,Sham,GF,0.586,SM C18:1,SM C18:1
sGF3,Sham,GF,0.779,SM C18:1,SM C18:1
sGF4,Sham,GF,0.848,SM C18:1,SM C18:1
sGF5,Sham,GF,0.602,SM C18:1,SM C18:1
sexGF1,Sham,COL,0.56,SM C18:1,SM C18:1
sexGF2,Sham,COL,0.53,SM C18:1,SM C18:1
sexGF3,Sham,COL,0.622,SM C18:1,SM C18:1
sexGF4,Sham,COL,0.56,SM C18:1,SM C18:1
sexGF5,Sham,COL,0.551,SM C18:1,SM C18:1
exGF06,AngII,COL,17.2,SM C24:1,SM C24:1
exGF07,AngII,COL,16.6,SM C24:1,SM C24:1
exGF09,AngII,COL,17.4,SM C24:1,SM C24:1
exGF10,AngII,COL,14.7,SM C24:1,SM C24:1
exGF11,AngII,COL,15.3,SM C24:1,SM C24:1
exGF12,AngII,COL,11.7,SM C24:1,SM C24:1
exGF13,AngII,COL,12.9,SM C24:1,SM C24:1
exGF14,AngII,COL,14.5,SM C24:1,SM C24:1
exGF16,AngII,COL,16.4,SM C24:1,SM C24:1
exGF17,AngII,COL,14.3,SM C24:1,SM C24:1
exGF18,AngII,COL,9.25,SM C24:1,SM C24:1
exGF19,AngII,COL,11,SM C24:1,SM C24:1
GF07,AngII,GF,14.6,SM C24:1,SM C24:1
GF08,AngII,GF,16.8,SM C24:1,SM C24:1
GF09,AngII,GF,9.69,SM C24:1,SM C24:1
GF10,AngII,GF,17.7,SM C24:1,SM C24:1
GF15,AngII,GF,13.1,SM C24:1,SM C24:1
GF16,AngII,GF,7.05,SM C24:1,SM C24:1
GF17,AngII,GF,15.4,SM C24:1,SM C24:1
GF19,AngII,GF,13.9,SM C24:1,SM C24:1
GF20,AngII,GF,13.2,SM C24:1,SM C24:1
GF21,AngII,GF,20.7,SM C24:1,SM C24:1
GF22,AngII,GF,18.2,SM C24:1,SM C24:1
sGF1,Sham,GF,12.5,SM C24:1,SM C24:1
sGF2,Sham,GF,11.7,SM C24:1,SM C24:1
sGF3,Sham,GF,15.6,SM C24:1,SM C24:1
sGF4,Sham,GF,15.7,SM C24:1,SM C24:1
sGF5,Sham,GF,13.7,SM C24:1,SM C24:1
sexGF1,Sham,COL,10.8,SM C24:1,SM C24:1
sexGF2,Sham,COL,11.8,SM C24:1,SM C24:1
sexGF3,Sham,COL,12.4,SM C24:1,SM C24:1
sexGF4,Sham,COL,12,SM C24:1,SM C24:1
sexGF5,Sham,COL,11,SM C24:1,SM C24:1
exGF06,AngII,COL,1.75,Spermidine,spermidine
exGF07,AngII,COL,1.08,Spermidine,spermidine
exGF09,AngII,COL,1.37,Spermidine,spermidine
exGF10,AngII,COL,1.75,Spermidine,spermidine
exGF11,AngII,COL,2.15,Spermidine,spermidine
exGF12,AngII,COL,1.04,Spermidine,spermidine
exGF13,AngII,COL,1.42,Spermidine,spermidine
exGF14,AngII,COL,1.13,Spermidine,spermidine
exGF16,AngII,COL,1.41,Spermidine,spermidine
exGF17,AngII,COL,1.26,Spermidine,spermidine
exGF18,AngII,COL,3.4,Spermidine,spermidine
exGF19,AngII,COL,0.854,Spermidine,spermidine
GF07,AngII,GF,1.8,Spermidine,spermidine
GF08,AngII,GF,4.96,Spermidine,spermidine
GF09,AngII,GF,5.45,Spermidine,spermidine
GF10,AngII,GF,2.07,Spermidine,spermidine
GF15,AngII,GF,2.13,Spermidine,spermidine
GF16,AngII,GF,0.46,Spermidine,spermidine
GF17,AngII,GF,2.98,Spermidine,spermidine
GF19,AngII,GF,2.07,Spermidine,spermidine
GF20,AngII,GF,1.72,Spermidine,spermidine
GF21,AngII,GF,1.79,Spermidine,spermidine
GF22,AngII,GF,1.84,Spermidine,spermidine
sexGF1,Sham,COL,1,Spermidine,spermidine
sexGF2,Sham,COL,1.18,Spermidine,spermidine
sexGF3,Sham,COL,0.847,Spermidine,spermidine
sexGF4,Sham,COL,1,Spermidine,spermidine
sexGF5,Sham,COL,1,Spermidine,spermidine
sGF1,Sham,GF,2.27,Spermidine,spermidine
sGF2,Sham,GF,2.51,Spermidine,spermidine
sGF3,Sham,GF,2.71,Spermidine,spermidine
sGF4,Sham,GF,2.66,Spermidine,spermidine
sGF5,Sham,GF,2.54,Spermidine,spermidine
exGF06,AngII,COL,20.2,t4-OH-Pro,trans-4-hydroxyproline
exGF07,AngII,COL,17.9,t4-OH-Pro,trans-4-hydroxyproline
